relative time,X Position (meters),Y Position (meters),AP1 FTM,AP1 RSSI,AP2 FTM,AP2 RSSI,AP3 FTM,AP3 RSSI,AP4 FTM,AP4 RSSI,AP5 FTM,AP5 RSSI,AP6 FTM,AP6 RSSI,AP7 FTM,AP7 RSSI,AP8 FTM,AP8 RSSI
68.66,8.86,6.51,272200,-67,246492,-64,154104,-45,267375,-81,253707,-66,166005,-50,410248,-85,211107,-52
68.69,8.86,6.51,272190,-67,246490,-64,154103,-45,267375,-81,253705,-66,166003,-50,419946,-85,211119,-52
68.71,8.86,6.51,272182,-67,246489,-64,154102,-45,267375,-81,253704,-66,166002,-50,420500,-85,211128,-52
68.72,8.86,6.51,272178,-67,246489,-64,154101,-45,267375,-81,253704,-66,166002,-50,409195,-86,211131,-52
68.74,8.86,6.51,272170,-67,246488,-64,154101,-45,267375,-81,253703,-66,166001,-50,407431,-85,211140,-52
68.75,8.86,6.51,272167,-67,246488,-64,154100,-45,267375,-81,253703,-66,166001,-50,400514,-85,211144,-52
68.77,8.86,6.51,272160,-67,246487,-64,154099,-45,267375,-81,253702,-66,166000,-50,419891,-86,211152,-52
68.78,8.86,6.51,272156,-67,246486,-64,154099,-45,267375,-81,253701,-66,165999,-50,414387,-85,211157,-52
68.79,8.86,6.51,272152,-67,246486,-64,154098,-45,267375,-81,253701,-66,165999,-50,377579,-87,211161,-52
68.81,8.86,6.51,272144,-67,246485,-64,154097,-45,267375,-81,253700,-66,165998,-50,410854,-85,211169,-52
68.82,8.86,6.51,272141,-67,246484,-64,154097,-45,267375,-81,253699,-66,165997,-50,397187,-85,211173,-52
68.83,8.86,6.51,272137,-67,246484,-64,154096,-45,267375,-81,253699,-66,165997,-50,398530,-85,211178,-52
68.84,8.86,6.51,272133,-67,246483,-64,154096,-45,267375,-81,253698,-66,165996,-50,402882,-85,211182,-52
68.85,8.86,6.51,272130,-67,246483,-64,154095,-45,267375,-81,253698,-66,165996,-50,419388,-85,211186,-52
68.86,8.86,6.51,272126,-67,246482,-64,154095,-45,267375,-81,253697,-66,165995,-50,413849,-86,211190,-52
68.87,8.86,6.51,272122,-67,246482,-64,154094,-45,267375,-81,253697,-66,165995,-50,400502,-85,211194,-52
68.89,8.86,6.51,272114,-67,246481,-64,154094,-45,267375,-81,253696,-66,165994,-50,389660,-86,211203,-52
68.9,8.86,6.51,272111,-67,246481,-64,154093,-45,267375,-81,253696,-66,165994,-50,406184,-85,211207,-52
68.91,8.86,6.51,272107,-67,246480,-64,154093,-44,267375,-81,253695,-66,165993,-50,411468,-85,211212,-52
68.92,8.86,6.51,272104,-67,246480,-64,154092,-44,267375,-81,253695,-66,165993,-50,420486,-84,211215,-52
68.93,8.86,6.51,272100,-67,246479,-64,154092,-44,267375,-81,253694,-66,165992,-50,393937,-83,211219,-52
68.94,8.86,6.51,272096,-67,246479,-64,154091,-44,267375,-81,253694,-66,165992,-50,393938,-84,211224,-52
68.96,8.86,6.51,272088,-67,246478,-64,154090,-44,267375,-81,253693,-66,165991,-50,410672,-84,211232,-52
68.97,8.86,6.51,272085,-67,246477,-64,154090,-44,267375,-81,253692,-66,165990,-50,399578,-85,211236,-52
68.98,8.86,6.51,272081,-67,246477,-64,154089,-44,267375,-81,253692,-66,165990,-50,411203,-86,211240,-52
68.99,8.86,6.51,272077,-67,246476,-64,154089,-44,267375,-81,253691,-66,165989,-50,417985,-84,211244,-52
69,8.86,6.51,272074,-67,246476,-64,154088,-44,267375,-81,253691,-66,165989,-50,410706,-86,211249,-52
69.01,8.86,6.51,272070,-67,246475,-64,154088,-44,267375,-81,253690,-66,165988,-50,394698,-85,211253,-52
69.02,8.86,6.51,272067,-67,246475,-64,154087,-44,267375,-81,253690,-66,165988,-50,404734,-84,211257,-52
69.04,8.86,6.51,272059,-66,246474,-64,154087,-44,267375,-81,253689,-66,165987,-50,401541,-85,211266,-52
69.05,8.86,6.51,272055,-66,246474,-64,154086,-44,267375,-81,253689,-66,165987,-50,388817,-85,211270,-52
69.06,8.86,6.51,272052,-66,246473,-64,154086,-44,267375,-81,253688,-66,165986,-50,409244,-85,211274,-52
69.07,8.86,6.51,272048,-66,246473,-64,154085,-44,267375,-81,253688,-66,165986,-50,407740,-83,211278,-52
69.09,8.86,6.51,272040,-66,246472,-64,154084,-44,267375,-81,253687,-66,165984,-50,399121,-85,211287,-52
69.11,8.86,6.51,272033,-66,246471,-64,154083,-44,267375,-81,253686,-66,165984,-50,400700,-83,211295,-52
69.12,8.86,6.51,272030,-66,246470,-64,154083,-44,267375,-81,253685,-66,165983,-50,395208,-84,211299,-52
69.13,8.86,6.51,272026,-66,246470,-64,154082,-44,267375,-81,253685,-66,165983,-50,413925,-83,211303,-52
69.14,8.86,6.51,272022,-66,246470,-64,154082,-44,267375,-81,253684,-66,165982,-50,403747,-84,211308,-52
69.15,8.86,6.51,272018,-66,246469,-64,154081,-44,267375,-81,253684,-66,165982,-50,414280,-84,211312,-52
69.16,8.86,6.51,272014,-66,246468,-64,154081,-44,267375,-81,253683,-66,165981,-50,406120,-85,211316,-52
72.79,8.86,6.51,270664,-66,246299,-64,153912,-44,267375,-81,253514,-66,165812,-50,395990,-84,212834,-52
72.8,8.86,6.51,270660,-66,246299,-64,153911,-44,267375,-81,253513,-66,175428,-50,395978,-84,212838,-52
72.81,8.86,6.51,270656,-66,246298,-64,153911,-44,267375,-81,253513,-66,170718,-50,395967,-84,212842,-52
72.82,8.86,6.51,270653,-66,246298,-64,153910,-44,267375,-81,253512,-66,168337,-50,395955,-84,212846,-52
72.85,8.86,6.51,270642,-66,246297,-64,153909,-44,267375,-81,253511,-66,165971,-50,395920,-84,212859,-52
72.86,8.86,6.51,270638,-66,246296,-64,153908,-44,267375,-81,253510,-66,165812,-50,395908,-84,212863,-52
72.87,8.86,6.51,270634,-66,246296,-64,153908,-44,267375,-81,253510,-66,167590,-50,395897,-84,212868,-52
72.93,8.86,6.51,270612,-66,246293,-64,153905,-44,267375,-81,253507,-66,170816,-50,395827,-84,212892,-52
72.94,8.86,6.51,270608,-66,246292,-64,153905,-44,267375,-81,253507,-66,177965,-50,395816,-84,212897,-52
72.95,8.86,6.51,270604,-66,246292,-64,153904,-44,267375,-81,253506,-66,168689,-50,395804,-84,212901,-52
72.96,8.86,6.51,270601,-66,246291,-64,153904,-44,267375,-81,253506,-66,165812,-50,395793,-84,212905,-52
72.97,8.86,6.51,270597,-66,246291,-64,153903,-44,267375,-81,253505,-66,165812,-50,395781,-84,212909,-52
72.99,8.86,6.51,270589,-66,246290,-64,153902,-44,267375,-81,253504,-66,178816,-50,395758,-84,212917,-52
73,8.86,6.51,270586,-66,246290,-64,153902,-44,267375,-81,253504,-66,169654,-50,395746,-84,212922,-52
73.01,8.86,6.51,270582,-66,246289,-64,153901,-44,267375,-81,253503,-66,168513,-50,395735,-84,212926,-52
73.02,8.86,6.51,270579,-66,246289,-64,153901,-44,267375,-81,253503,-66,168937,-50,395723,-84,212930,-52
73.03,8.86,6.51,270575,-66,246288,-64,153900,-44,267375,-81,253502,-66,168090,-50,395711,-84,212934,-52
73.05,8.86,6.51,270567,-66,246288,-64,153900,-44,267375,-81,253502,-66,165812,-50,395688,-84,212943,-52
73.06,8.86,6.51,270563,-66,246287,-64,153899,-44,267375,-81,253501,-66,165484,-50,395677,-84,212947,-52
73.07,8.86,6.51,270560,-66,246287,-64,153899,-44,267375,-81,253501,-66,164422,-50,395665,-84,212952,-52
73.08,8.86,6.51,270556,-66,246286,-64,153898,-44,267375,-81,253500,-66,165727,-50,395654,-84,212956,-52
73.09,8.86,6.51,270552,-66,246285,-64,153898,-44,267375,-81,253500,-66,165812,-50,395642,-84,212960,-52
73.1,8.86,6.51,270549,-66,246285,-64,153897,-44,267375,-81,253499,-66,167104,-50,395630,-84,212964,-52
73.11,8.86,6.51,270545,-66,246284,-64,153897,-44,267375,-81,253499,-66,168430,-50,395619,-84,212968,-52
73.13,8.86,6.51,270537,-66,246284,-64,153896,-44,267375,-81,253498,-66,165812,-50,395595,-84,212976,-52
73.14,8.86,6.51,270533,-66,246283,-64,153895,-44,267375,-81,253497,-66,165812,-50,395584,-84,212981,-52
73.15,8.86,6.51,270530,-66,246283,-64,153895,-44,267375,-81,253497,-66,165812,-50,395572,-84,212985,-52
73.16,8.86,6.51,270526,-66,246282,-64,153894,-44,267375,-81,253496,-66,176063,-50,395561,-84,212989,-52
73.19,8.86,6.51,270515,-66,246281,-64,153893,-44,267375,-81,253495,-66,165812,-50,395527,-84,213001,-52
73.2,8.86,6.51,270512,-66,246281,-64,153893,-44,267375,-81,253495,-66,166048,-50,395515,-84,213005,-52
73.22,8.86,6.51,270504,-66,246280,-64,153892,-44,267375,-81,253494,-66,167375,-50,395491,-84,213014,-52
73.24,8.86,6.51,270497,-66,246279,-64,153891,-44,267375,-81,253493,-66,167470,-50,395469,-84,213022,-52
73.25,8.86,6.51,270493,-66,246278,-64,153890,-44,267375,-81,253492,-66,177062,-50,395457,-84,213026,-52
73.26,8.86,6.51,270489,-66,246277,-64,153890,-44,267375,-81,253492,-66,168929,-50,395445,-84,213031,-52
73.27,8.86,6.51,270486,-66,246277,-64,153889,-44,267375,-81,253491,-66,165812,-50,395434,-84,213035,-52
73.29,8.86,6.51,270478,-66,246276,-64,153888,-44,267375,-81,253490,-66,164288,-50,395410,-84,213043,-52
73.3,8.86,6.51,270474,-66,246276,-64,153888,-44,267375,-81,253490,-66,168061,-50,395399,-84,213047,-52
73.31,8.86,6.51,270470,-66,246275,-64,153887,-44,267375,-81,253489,-66,167826,-50,395388,-84,213052,-52
73.32,8.86,6.51,270466,-66,246275,-64,153887,-44,267375,-81,253489,-66,166349,-50,395376,-84,213056,-52
73.33,8.86,6.51,270463,-66,246274,-64,153886,-44,267375,-81,253488,-66,173111,-50,395364,-84,213060,-52
73.35,8.86,6.51,270456,-66,246274,-64,153886,-44,267375,-81,253488,-66,172915,-50,395341,-84,213069,-52
73.36,8.86,6.51,270452,-66,246273,-64,153885,-44,267375,-81,253487,-66,165495,-50,395329,-84,213073,-52
73.37,8.86,6.51,270449,-66,246273,-64,153885,-44,267375,-81,253487,-66,164411,-50,395318,-84,213076,-52
73.38,8.86,6.51,270445,-66,246272,-64,153884,-44,267375,-81,253486,-66,165956,-50,395307,-84,213080,-52
73.39,8.86,6.51,270441,-66,246272,-64,153884,-44,267375,-81,253486,-66,167349,-50,395295,-84,213085,-52
73.41,8.86,6.51,270433,-66,246270,-64,153883,-44,267375,-81,253485,-66,167374,-50,395272,-84,213094,-52
73.43,8.86,6.51,270426,-66,246270,-64,153882,-44,267375,-81,253484,-66,169873,-50,395249,-84,213102,-52
73.44,8.86,6.51,270422,-66,246269,-64,153881,-44,267375,-81,253483,-66,167559,-50,395237,-84,213106,-52
73.45,8.86,6.51,270419,-66,246269,-64,153881,-44,267375,-81,253483,-66,167375,-50,395225,-84,213110,-52
73.46,8.86,6.51,270415,-66,246268,-64,153880,-44,267375,-81,253482,-66,174247,-50,395214,-84,213114,-52
73.47,8.86,6.51,270411,-66,246268,-64,153880,-44,267375,-81,253482,-66,172572,-50,395202,-84,213119,-52
77.09,8.86,6.51,269064,-66,246099,-64,153711,-44,267375,-81,253880,-66,167711,-50,391011,-84,214633,-52
77.1,8.86,6.51,269060,-66,246099,-64,153711,-44,267375,-81,255281,-66,167712,-50,390999,-84,214637,-52
77.11,8.86,6.51,269057,-66,246098,-64,153710,-44,267375,-81,258033,-66,167713,-50,390988,-84,214641,-52
77.12,8.86,6.51,269053,-66,246098,-64,153710,-44,267375,-81,263320,-66,167714,-50,390976,-84,214645,-52
77.13,8.86,6.51,269049,-66,246097,-64,153709,-44,267375,-81,251818,-66,167715,-50,390965,-84,214649,-52
77.15,8.86,6.51,269042,-66,246097,-64,153709,-44,267375,-81,252261,-66,167716,-50,390942,-84,214658,-52
77.16,8.86,6.51,269038,-66,246096,-64,153708,-44,267375,-81,252692,-66,167717,-50,390930,-84,214662,-52
77.17,8.86,6.51,269035,-66,246096,-64,153708,-44,267375,-81,250267,-66,167718,-50,390918,-84,214666,-52
77.2,8.86,6.51,269023,-66,246094,-64,153706,-44,267375,-81,253102,-66,167721,-50,390884,-84,214679,-52
77.21,8.86,6.51,269019,-66,246093,-64,153705,-44,267375,-81,253313,-66,167722,-50,390872,-84,214683,-52
77.23,8.86,6.51,269012,-66,246093,-64,153705,-44,267375,-81,257590,-66,167723,-50,390849,-84,214691,-52
77.24,8.86,6.51,269008,-66,246092,-64,153704,-44,267375,-81,250400,-66,167725,-50,390838,-84,214696,-52
77.27,8.86,6.51,268997,-66,246091,-64,153703,-44,267375,-81,251807,-66,167728,-50,390803,-84,214708,-52
77.28,8.86,6.51,268994,-66,246090,-64,153702,-44,267375,-81,253288,-66,167729,-50,390791,-84,214712,-52
77.3,8.86,6.51,268986,-66,246090,-64,153702,-44,267375,-81,253316,-66,167730,-50,390768,-84,214720,-52
77.31,8.86,6.51,268982,-66,246089,-64,153701,-44,267375,-81,260909,-66,167731,-50,390756,-84,214725,-52
77.32,8.86,6.51,268979,-66,246089,-64,153701,-44,267375,-81,252572,-66,167732,-50,390745,-84,214729,-52
77.33,8.86,6.51,268975,-66,246088,-64,153700,-44,267375,-81,262346,-66,167733,-50,390733,-84,214733,-52
77.35,8.86,6.51,268968,-66,246087,-64,153699,-44,267375,-81,251498,-66,167735,-50,390710,-84,214741,-52
77.36,8.86,6.51,268964,-66,246086,-64,153699,-44,267375,-81,250187,-66,167736,-50,390698,-84,214745,-52
77.37,8.86,6.51,268960,-66,246086,-64,153698,-44,267375,-81,250187,-66,167737,-50,390686,-84,214750,-52
77.39,8.86,6.51,268953,-66,246085,-64,153697,-44,267375,-81,255154,-66,167738,-50,390664,-84,214758,-52
77.4,8.86,6.51,268949,-66,246085,-64,153697,-44,267375,-81,263762,-66,167739,-50,390652,-84,214763,-52
77.41,8.86,6.51,268945,-66,246084,-64,153696,-44,267375,-81,260832,-66,167740,-50,390641,-84,214767,-52
77.42,8.86,6.51,268942,-66,246084,-64,153696,-44,267375,-81,252541,-66,167741,-50,390629,-84,214771,-52
77.43,8.86,6.51,268938,-66,246083,-64,153695,-44,267375,-81,263818,-66,167742,-50,390617,-84,214775,-52
77.45,8.86,6.51,268930,-66,246083,-64,153695,-44,267375,-81,252235,-66,167744,-50,390594,-84,214784,-52
77.46,8.86,6.51,268926,-66,246082,-64,153694,-44,267375,-81,255136,-66,167745,-50,390583,-84,214788,-52
77.47,8.86,6.51,268923,-66,246082,-64,153694,-44,267375,-81,263789,-66,167746,-50,390571,-84,214792,-52
77.48,8.86,6.51,268919,-66,246081,-64,153693,-44,267375,-81,253313,-66,167747,-50,390560,-84,214796,-52
77.49,8.86,6.51,268915,-66,246080,-64,153693,-44,267375,-81,253313,-66,167748,-50,390548,-84,214800,-52
77.5,8.86,6.51,268912,-66,246080,-64,153692,-44,267375,-81,250867,-66,167749,-50,390536,-84,214804,-52
77.51,8.86,6.51,268908,-66,246079,-64,153692,-44,267375,-81,252466,-66,167750,-50,390524,-84,214809,-52
77.52,8.86,6.51,268905,-66,246079,-64,153691,-44,267375,-81,252340,-66,167751,-50,390513,-84,214812,-52
77.54,8.86,6.51,268897,-66,246078,-64,153690,-44,267375,-81,256420,-66,167752,-50,390490,-84,214821,-52
77.55,8.86,6.51,268893,-66,246078,-64,153690,-44,267375,-81,261039,-66,167753,-50,390478,-84,214825,-52
77.56,8.86,6.51,268889,-66,246077,-64,153689,-44,267375,-81,250782,-66,167754,-50,390467,-84,214829,-52
77.57,8.86,6.51,268886,-66,246077,-64,153689,-44,267375,-81,253182,-66,167755,-50,390455,-84,214833,-52
77.58,8.86,6.51,268882,-66,246076,-64,153688,-44,267375,-81,251770,-66,167756,-50,390443,-84,214838,-52
77.6,8.86,6.51,268875,-66,246076,-64,153688,-44,267375,-81,251200,-66,167758,-50,390420,-84,214846,-52
77.61,8.86,6.51,268871,-66,246075,-64,153687,-44,267375,-81,250187,-66,167759,-50,390409,-84,214850,-52
77.62,8.86,6.51,268867,-66,246075,-64,153687,-44,267375,-81,250993,-66,167760,-50,390397,-84,214855,-52
77.64,8.86,6.51,268860,-66,246073,-64,153686,-44,267375,-81,263133,-66,167762,-50,390374,-84,214863,-52
77.65,8.86,6.51,268856,-66,246073,-64,153685,-44,267375,-81,263050,-66,167763,-50,390363,-84,214867,-52
77.66,8.86,6.51,268852,-66,246072,-64,153685,-44,267375,-81,255420,-66,167764,-50,390351,-84,214871,-52
77.67,8.86,6.51,268849,-66,246072,-64,153684,-44,267375,-81,250869,-66,167765,-50,390340,-84,214875,-52
77.69,8.86,6.51,268841,-66,246071,-64,153683,-44,267375,-81,250658,-66,167766,-50,390316,-84,214884,-52
77.7,8.86,6.51,268837,-66,246071,-64,153683,-44,267375,-81,252184,-66,167767,-50,390304,-84,214888,-52
77.71,8.86,6.51,268833,-66,246070,-64,153682,-44,267375,-81,252833,-66,167768,-50,390293,-84,214892,-52
77.72,8.86,6.51,268830,-66,246070,-64,153682,-44,267375,-81,250188,-66,167769,-50,390282,-84,214897,-52
81.4,8.86,6.51,267461,-66,245898,-64,153510,-44,267375,-81,250530,-66,168111,-50,386021,-83,216436,-52
81.41,8.86,6.51,267457,-66,245898,-64,153510,-44,258735,-81,250531,-66,168113,-50,386009,-83,216440,-52
81.42,8.86,6.51,267453,-66,245897,-64,153509,-44,266653,-82,250532,-66,168113,-50,385997,-83,216444,-52
81.43,8.86,6.51,267449,-66,245897,-64,153509,-44,260498,-82,250533,-66,168114,-50,385986,-83,216448,-52
81.44,8.86,6.51,267446,-66,245896,-64,153508,-44,244446,-81,250534,-66,168115,-50,385974,-83,216452,-52
81.46,8.86,6.51,267438,-66,245896,-64,153507,-44,262208,-81,250535,-66,168117,-50,385951,-83,216460,-52
81.47,8.86,6.51,267435,-66,245895,-64,153507,-44,278069,-82,250536,-66,168118,-50,385940,-83,216465,-52
81.48,8.86,6.51,267431,-66,245895,-64,153506,-44,265695,-82,250537,-66,168119,-50,385928,-83,216469,-52
81.51,8.86,6.51,267420,-66,245893,-64,153505,-44,254021,-81,250539,-66,168121,-50,385893,-83,216481,-52
81.53,8.86,6.51,267412,-66,245892,-64,153504,-44,261101,-82,250541,-66,168123,-50,385870,-83,216490,-52
81.54,8.86,6.51,267408,-66,245892,-64,153504,-44,270827,-81,250542,-66,168124,-50,385858,-83,216494,-52
81.55,8.86,6.51,267405,-66,245891,-64,153503,-44,262665,-82,250543,-66,168125,-50,385847,-83,216498,-52
81.56,8.86,6.51,267402,-66,245891,-64,153503,-44,261367,-82,250545,-66,168126,-50,385835,-83,216502,-52
81.57,8.86,6.51,267397,-66,245890,-64,153502,-44,251774,-82,250546,-66,168127,-50,385824,-83,216507,-52
81.58,8.86,6.51,267394,-66,245890,-64,153502,-44,261485,-82,250547,-66,168128,-50,385812,-83,216511,-52
81.59,8.86,6.51,267390,-66,245889,-64,153501,-44,262906,-81,250548,-66,168129,-50,385801,-83,216515,-52
81.61,8.86,6.51,267382,-66,245889,-64,153500,-44,241015,-82,250549,-66,168131,-50,385777,-83,216523,-52
81.62,8.86,6.51,267379,-66,245888,-64,153500,-44,263978,-82,250550,-66,168132,-50,385766,-83,216528,-52
81.63,8.86,6.51,267375,-66,245888,-64,153499,-44,265260,-82,250551,-66,168133,-50,385754,-83,216532,-52
81.64,8.86,6.51,267372,-66,245887,-64,153499,-44,259088,-82,250552,-66,168134,-50,385743,-83,216536,-52
81.66,8.86,6.51,267364,-66,245886,-64,153498,-44,269353,-82,250553,-66,168135,-50,385719,-83,216544,-52
81.67,8.86,6.51,267360,-66,245886,-64,153498,-44,269744,-81,250554,-66,168136,-50,385708,-83,216548,-52
81.68,8.86,6.51,267357,-66,245885,-64,153497,-44,275020,-81,250555,-66,168137,-50,385696,-83,216553,-52
81.69,8.86,6.51,267353,-66,245885,-64,153497,-44,262962,-82,250556,-66,168138,-50,385685,-83,216557,-52
81.7,8.86,6.51,267349,-66,245884,-64,153496,-44,262688,-81,250557,-66,168139,-50,385674,-83,216561,-52
81.72,8.86,6.51,267342,-66,245883,-64,153495,-44,257228,-82,250559,-66,168141,-50,385650,-83,216570,-52
81.73,8.86,6.51,267338,-66,245883,-64,153495,-44,254491,-82,250560,-66,168142,-50,385639,-83,216573,-52
81.74,8.86,6.51,267334,-66,245882,-64,153494,-44,251555,-83,250561,-66,168143,-50,385627,-83,216578,-52
81.76,8.86,6.51,267327,-66,245882,-64,153493,-44,250187,-83,250563,-66,168145,-50,385604,-83,216586,-52
81.77,8.86,6.51,267323,-66,245881,-64,153493,-44,256225,-82,250564,-66,168146,-50,385592,-83,216590,-52
81.78,8.86,6.51,267319,-66,245881,-64,153492,-44,251370,-83,250565,-66,168147,-50,385581,-83,216595,-52
81.79,8.86,6.51,267316,-66,245880,-64,153492,-44,248625,-83,250566,-66,168148,-50,385569,-83,216599,-52
81.81,8.86,6.51,267308,-66,245879,-64,153491,-44,258511,-82,250567,-66,168149,-50,385546,-83,216608,-52
81.83,8.86,6.51,267300,-66,245878,-64,153490,-44,255677,-83,250569,-66,168151,-50,385523,-83,216616,-52
81.84,8.86,6.51,267297,-66,245878,-64,153490,-44,267686,-82,250570,-66,168152,-50,385512,-83,216619,-52
81.87,8.86,6.51,267286,-66,245876,-64,153488,-44,276198,-82,250573,-66,168155,-50,385476,-83,216632,-52
81.88,8.86,6.51,267282,-66,245876,-64,153488,-44,262009,-82,250574,-66,168156,-50,385465,-83,216636,-52
81.89,8.86,6.51,267279,-66,245875,-64,153487,-44,260059,-82,250575,-66,168157,-50,385453,-83,216641,-52
81.92,8.86,6.51,267267,-66,245874,-64,153486,-44,265646,-83,250578,-66,168160,-50,385419,-83,216653,-52
81.93,8.86,6.51,267263,-66,245874,-64,153485,-44,259758,-83,250579,-66,168161,-50,385407,-83,216657,-52
81.94,8.86,6.51,267260,-66,245873,-64,153485,-44,260177,-84,250580,-66,168162,-50,385396,-83,216661,-52
81.97,8.86,6.51,267249,-66,245872,-64,153484,-44,270763,-82,250582,-66,168164,-50,385360,-83,216674,-52
81.98,8.86,6.51,267245,-66,245871,-64,153483,-44,239252,-83,250583,-66,168165,-50,385349,-83,216678,-52
85.65,8.86,6.51,265880,-66,245700,-64,153312,-44,242322,-83,250924,-66,168507,-50,381100,-83,218213,-52
85.67,8.86,6.51,265872,-66,245700,-64,153312,-44,242339,-83,250925,-66,168508,-50,381077,-83,218222,-52
85.68,8.86,6.51,265868,-66,245699,-64,153312,-44,242347,-83,250926,-66,168509,-50,381065,-83,218226,-52
85.7,8.86,6.51,265861,-66,245698,-64,153312,-44,242364,-83,250929,-66,168511,-50,381042,-83,218234,-52
85.72,8.86,6.51,265853,-66,245697,-64,153312,-44,242381,-83,250930,-66,168512,-50,381019,-83,218243,-52
85.73,8.86,6.51,265850,-66,245697,-64,152794,-44,242389,-83,250931,-66,168513,-50,381008,-83,218247,-52
85.74,8.86,6.51,265846,-66,245696,-64,151749,-44,242397,-83,250932,-66,168514,-50,380996,-83,218251,-52
85.75,8.86,6.51,265843,-66,245696,-64,151834,-44,242405,-83,250933,-66,168515,-50,380984,-83,218255,-52
85.76,8.86,6.51,265838,-66,245695,-64,153226,-44,242414,-83,250934,-66,168516,-50,380973,-83,218260,-52
85.78,8.86,6.51,265831,-66,245694,-64,154712,-44,242430,-83,250936,-66,168518,-50,380950,-83,218268,-52
85.79,8.86,6.51,265827,-66,245694,-64,153783,-44,242439,-83,250937,-66,168519,-50,380938,-83,218272,-52
85.8,8.86,6.51,265824,-66,245693,-64,154208,-44,242447,-83,250938,-66,168521,-50,380927,-83,218276,-52
85.82,8.86,6.51,265816,-66,245693,-64,152640,-44,242464,-83,250939,-66,168522,-50,380903,-83,218284,-52
85.83,8.86,6.51,265813,-66,245692,-64,152272,-44,242472,-83,250940,-66,168523,-50,380892,-83,218289,-52
85.84,8.86,6.51,265809,-65,245692,-64,153312,-44,242481,-83,250941,-66,168524,-50,380880,-83,218293,-52
85.85,8.86,6.51,265805,-65,245691,-64,153312,-44,242489,-83,250943,-66,168525,-50,380868,-83,218297,-52
85.87,8.86,6.51,265797,-65,245690,-64,153312,-44,242506,-83,250944,-66,168526,-50,380845,-83,218305,-52
85.88,8.86,6.51,265794,-65,245690,-64,153748,-44,242514,-83,250945,-66,168527,-50,380833,-83,218309,-52
85.89,8.86,6.51,265790,-65,245689,-64,154641,-44,242522,-83,250946,-66,168528,-50,380822,-83,218314,-52
85.9,8.86,6.51,265787,-65,245689,-64,153348,-44,242531,-83,250947,-66,168529,-50,380810,-83,218318,-52
85.93,8.86,6.51,265776,-65,245687,-64,154773,-45,242556,-83,250950,-66,168532,-50,380775,-83,218330,-52
85.95,8.86,6.51,265768,-65,245686,-64,153585,-44,242573,-83,250952,-66,168534,-50,380752,-83,218338,-52
85.97,8.86,6.51,265761,-65,245686,-64,153312,-44,242590,-83,250953,-66,168536,-50,380729,-83,218347,-52
85.98,8.86,6.51,265757,-65,245685,-64,153745,-44,242598,-83,250954,-66,168537,-50,380718,-83,218351,-52
85.99,8.86,6.51,265753,-65,245685,-64,154619,-44,242606,-83,250955,-66,168538,-50,380707,-83,218355,-52
86,8.86,6.51,265750,-65,245684,-64,153731,-44,242615,-83,250956,-66,168539,-50,380695,-83,218360,-52
86.02,8.86,6.51,265742,-65,245683,-64,153312,-44,242631,-83,250958,-66,168540,-50,380672,-83,218368,-52
86.03,8.86,6.51,265738,-65,245683,-64,153312,-44,242640,-83,250959,-66,168541,-50,380660,-83,218372,-52
86.04,8.86,6.51,265734,-65,245682,-64,152956,-45,242648,-83,250960,-66,168542,-50,380648,-82,218376,-52
86.05,8.86,6.51,265731,-65,245682,-64,151749,-44,242656,-83,250961,-66,168543,-50,380637,-82,218381,-52
86.06,8.86,6.51,265727,-65,245681,-64,151749,-44,242664,-83,250962,-66,168544,-50,380626,-82,218385,-52
86.07,8.86,6.51,265723,-65,245681,-64,153173,-44,242673,-83,250963,-66,168545,-50,380614,-82,218389,-52
86.08,8.86,6.51,265720,-65,245680,-64,153312,-44,242681,-83,250964,-66,168546,-50,380603,-82,218393,-52
86.09,8.86,6.51,265716,-65,245680,-64,153312,-44,242690,-83,250965,-66,168547,-50,380591,-82,218397,-52
86.1,8.86,6.51,265713,-65,245679,-64,152380,-44,242698,-83,250966,-66,168548,-50,380579,-82,218401,-52
86.12,8.86,6.51,265705,-65,245679,-64,152324,-44,242715,-83,250967,-66,168550,-50,380556,-82,218410,-52
86.13,8.86,6.51,265701,-65,245678,-64,153312,-44,242723,-83,250968,-66,168551,-50,380544,-82,218414,-52
86.14,8.86,6.51,265697,-65,245678,-64,153312,-44,242732,-83,250969,-66,168551,-50,380532,-82,218418,-52
86.18,8.86,6.51,265683,-65,245676,-64,153312,-44,242765,-83,250973,-66,168555,-50,380486,-82,218435,-52
86.19,8.86,6.51,265679,-65,245675,-64,152996,-44,242774,-83,250974,-66,168556,-50,380475,-82,218439,-52
86.2,8.86,6.51,265675,-65,245675,-64,151924,-44,242782,-83,250975,-66,168557,-50,380463,-82,218444,-52
86.21,8.86,6.51,265671,-65,245674,-64,153213,-44,242790,-83,250976,-66,168558,-50,380452,-82,218448,-52
86.22,8.86,6.51,265668,-65,245674,-64,150583,-44,242799,-83,250977,-66,168559,-50,380440,-82,218451,-52
86.23,8.86,6.51,265664,-65,245673,-64,152711,-44,242807,-83,250978,-66,168560,-50,380428,-82,218456,-52
86.24,8.86,6.51,265660,-65,245673,-64,153312,-44,242815,-83,250979,-66,168561,-50,380417,-82,218460,-52
86.25,8.86,6.51,265657,-65,245672,-64,152401,-44,242824,-83,250980,-66,168562,-50,380405,-82,218464,-52
